Gene_ID,Num_Transcripts,Transcripts_IDs,Transcript_Lengths,Difference_Length,Longest_Transcript,Length
g_14730,2,"['anno1.g15248.t1', 'anno2.5219_t']","[255, 206]",49,anno1.g15248.t1,255
g_14731,1,['anno1.g15249.t1'],[210],0,anno1.g15249.t1,210
g_14732,2,"['anno1.g15250.t1', 'anno2.5221_t']","[257, 271]",14,anno2.5221_t,271
g_14733,1,['anno1.g15251.t1'],[265],0,anno1.g15251.t1,265
g_14734,1,['anno1.g15252.t1'],[312],0,anno1.g15252.t1,312
g_14735,4,"['anno1.g15253.t1', 'anno2.MSTRG.16829.1', 'anno2.MSTRG.16829.2', 'anno2.MSTRG.16829.3']","[720, 875, 897, 927]",207,anno2.MSTRG.16829.3,927
g_14736,1,['anno1.g15254.t1'],[198],0,anno1.g15254.t1,198
g_14737,1,['anno1.g15255.t1'],[551],0,anno1.g15255.t1,551
g_14738,2,"['anno1.g15257.t1', 'anno2.996_t']","[2830, 2813]",17,anno1.g15257.t1,2830
g_14739,1,['anno1.g15258.t1'],[258],0,anno1.g15258.t1,258
g_14740,2,"['anno1.g15261.t1', 'anno2.MSTRG.16832.2']","[693, 815]",122,anno2.MSTRG.16832.2,815
g_14741,1,['anno1.g15260.t1'],[394],0,anno1.g15260.t1,394
g_14742,1,['anno1.g15262.t1'],[355],0,anno1.g15262.t1,355
g_14743,1,['anno1.g15263.t1'],[873],0,anno1.g15263.t1,873
g_14744,5,"['anno1.g15264.t1', 'anno1.g15264.t2', 'anno2.MSTRG.16834.1', 'anno2.MSTRG.16834.3', 'anno2.MSTRG.16834.8']","[1972, 1936, 2056, 2045, 1840]",216,anno2.MSTRG.16834.1,2056
g_14745,4,"['anno1.g15265.t1', 'anno2.MSTRG.16835.1', 'anno2.MSTRG.16835.2', 'anno2.MSTRG.16835.3']","[838, 839, 775, 724]",115,anno2.MSTRG.16835.1,839
g_14746,2,"['anno1.g15266.t1', 'anno1.g15266.t2']","[373, 373]",0,anno1.g15266.t1,373
g_14747,1,['anno1.g15267.t1'],[356],0,anno1.g15267.t1,356
g_14748,2,"['anno1.g15268.t1', 'anno1.g15268.t2']","[1047, 963]",84,anno1.g15268.t1,1047
g_14749,2,"['anno1.g15269.t1', 'anno2.4607_t']","[316, 329]",13,anno2.4607_t,329
g_14750,2,"['anno1.g15270.t1', 'anno2.4608_t']","[3701, 2181]",1520,anno1.g15270.t1,3701
g_14751,2,"['anno1.g15271.t1', 'anno2.4609_t']","[198, 315]",117,anno2.4609_t,315
g_16556,1,['anno2.4610_t'],[183],0,anno2.4610_t,183
g_16557,1,['anno2.4611_t'],[632],0,anno2.4611_t,632
g_14752,1,['anno1.g15272.t1'],[83],0,anno1.g15272.t1,83
g_14753,1,['anno1.g15273.t1'],[221],0,anno1.g15273.t1,221
g_14754,1,['anno1.g15274.t1'],[794],0,anno1.g15274.t1,794
g_14756,1,['anno1.g15276.t1'],[217],0,anno1.g15276.t1,217
g_14757,2,"['anno1.g15277.t1', 'anno2.2869_t']","[239, 242]",3,anno2.2869_t,242
g_14758,1,['anno1.g15278.t1'],[674],0,anno1.g15278.t1,674
g_15821,1,['anno2.MSTRG.16848.1'],[469],0,anno2.MSTRG.16848.1,469
g_14759,1,['anno1.g15279.t1'],[650],0,anno1.g15279.t1,650
g_14760,4,"['anno1.g15280.t1', 'anno2.MSTRG.16851.2', 'anno2.MSTRG.16851.3', 'anno2.MSTRG.16851.5']","[442, 425, 415, 403]",39,anno1.g15280.t1,442
g_14761,5,"['anno1.g15281.t1', 'anno2.MSTRG.16852.1', 'anno2.MSTRG.16852.3', 'anno2.MSTRG.16852.4', 'anno2.MSTRG.16852.6']","[535, 535, 535, 535, 559]",24,anno2.MSTRG.16852.6,559
g_14762,1,['anno1.g15282.t1'],[420],0,anno1.g15282.t1,420
g_14763,1,['anno1.g15283.t1'],[310],0,anno1.g15283.t1,310
g_14764,1,['anno1.g15284.t1'],[639],0,anno1.g15284.t1,639
g_14765,1,['anno1.g15285.t1'],[624],0,anno1.g15285.t1,624
g_14766,1,['anno1.g15286.t1'],[411],0,anno1.g15286.t1,411
g_14767,1,['anno1.g15287.t1'],[929],0,anno1.g15287.t1,929
g_14768,1,['anno1.g15288.t1'],[105],0,anno1.g15288.t1,105
g_14769,1,['anno1.g15289.t1'],[108],0,anno1.g15289.t1,108
g_14770,1,['anno1.g15290.t1'],[254],0,anno1.g15290.t1,254
g_15294,1,['anno2.MSTRG.16861.1'],[502],0,anno2.MSTRG.16861.1,502
g_14771,1,['anno1.g15291.t1'],[112],0,anno1.g15291.t1,112
g_14772,1,['anno1.g15292.t1'],[481],0,anno1.g15292.t1,481
g_16989,1,['anno1.g15293.t1'],[192],0,anno1.g15293.t1,192
g_14773,1,['anno1.g15294.t1'],[1273],0,anno1.g15294.t1,1273
g_14774,4,"['anno1.g15295.t1', 'anno1.g15295.t2', 'anno1.g15295.t3', 'anno2.3137_t']","[804, 802, 582, 866]",284,anno2.3137_t,866
g_14775,2,"['anno1.g15296.t1', 'anno2.3138_t']","[297, 284]",13,anno1.g15296.t1,297
g_14776,1,['anno1.g15297.t2'],[1057],0,anno1.g15297.t2,1057
g_14777,1,['anno1.g15298.t1'],[204],0,anno1.g15298.t1,204
g_14778,1,['anno1.g15299.t1'],[125],0,anno1.g15299.t1,125
g_14779,1,['anno1.g15300.t1'],[366],0,anno1.g15300.t1,366
g_14780,1,['anno1.g15301.t1'],[68],0,anno1.g15301.t1,68
g_14781,1,['anno1.g15302.t1'],[897],0,anno1.g15302.t1,897
g_14782,2,"['anno1.g15303.t1', 'anno2.3313_t']","[332, 380]",48,anno2.3313_t,380
g_14783,1,['anno1.g15304.t1'],[1461],0,anno1.g15304.t1,1461
g_14784,1,['anno1.g15305.t1'],[337],0,anno1.g15305.t1,337
g_14785,2,"['anno1.g15306.t1', 'anno2.3426_t']","[307, 367]",60,anno2.3426_t,367
g_14786,1,['anno1.g15307.t1'],[425],0,anno1.g15307.t1,425
g_16358,1,['anno2.3428_t'],[335],0,anno2.3428_t,335
g_14788,1,['anno2.MSTRG.16875.3'],[182],0,anno2.MSTRG.16875.3,182
g_15646,1,['anno2.MSTRG.16878.1'],[643],0,anno2.MSTRG.16878.1,643
g_14789,1,['anno1.g15310.t1'],[647],0,anno1.g15310.t1,647
g_14790,1,['anno1.g15311.t1'],[658],0,anno1.g15311.t1,658
g_14791,1,['anno1.g15312.t1'],[299],0,anno1.g15312.t1,299
g_14792,1,['anno1.g15313.t1'],[251],0,anno1.g15313.t1,251
g_14793,1,['anno1.g15314.t1'],[495],0,anno1.g15314.t1,495
g_14794,1,['anno1.g15315.t1'],[612],0,anno1.g15315.t1,612
g_14795,1,['anno1.g15316.t1'],[198],0,anno1.g15316.t1,198
g_15720,1,['anno2.MSTRG.16884.1'],[356],0,anno2.MSTRG.16884.1,356
g_14796,1,['anno1.g15317.t1'],[466],0,anno1.g15317.t1,466
g_14797,2,"['anno1.g15318.t1', 'anno2.1885_t']","[370, 360]",10,anno1.g15318.t1,370
g_14798,1,['anno1.g15319.t1'],[132],0,anno1.g15319.t1,132
g_14799,2,"['anno1.g15320.t1', 'anno2.MSTRG.16892.1']","[683, 129]",554,anno1.g15320.t1,683
g_14800,1,['anno1.g15321.t1'],[215],0,anno1.g15321.t1,215
g_14801,1,['anno1.g15322.t1'],[319],0,anno1.g15322.t1,319
g_14802,1,['anno1.g15323.t1'],[1003],0,anno1.g15323.t1,1003
g_14803,6,"['anno1.g15324.t1', 'anno1.g15324.t2', 'anno1.g15324.t3', 'anno2.MSTRG.16896.3', 'anno2.MSTRG.16896.5', 'anno2.MSTRG.16896.7']","[632, 636, 653, 632, 653, 583]",70,anno1.g15324.t3,653
g_14805,6,"['anno1.g15331.t1', 'anno1.g15331.t3', 'anno1.g15331.t4', 'anno2.MSTRG.16899.10', 'anno2.MSTRG.16899.3', 'anno2.MSTRG.16899.5']","[1616, 1659, 1714, 1748, 1730, 1791]",175,anno2.MSTRG.16899.5,1791
g_14806,1,['anno1.g15327.t1'],[420],0,anno1.g15327.t1,420
g_14807,1,['anno1.g15328.t1'],[114],0,anno1.g15328.t1,114
g_14808,1,['anno1.g15329.t1'],[295],0,anno1.g15329.t1,295
g_14809,1,['anno2.MSTRG.16902.1'],[442],0,anno2.MSTRG.16902.1,442
g_14810,2,"['anno1.g15332.t1', 'anno2.MSTRG.16906.1']","[316, 342]",26,anno2.MSTRG.16906.1,342
g_14811,1,['anno1.g15333.t1'],[210],0,anno1.g15333.t1,210
g_14812,1,['anno1.g15334.t1'],[665],0,anno1.g15334.t1,665
g_14813,2,"['anno1.g15335.t1', 'anno1.g15335.t2']","[1318, 1320]",2,anno1.g15335.t2,1320
g_14814,1,['anno1.g15336.t1'],[275],0,anno1.g15336.t1,275
g_14815,1,['anno1.g15337.t1'],[462],0,anno1.g15337.t1,462
g_14816,1,['anno1.g15338.t1'],[508],0,anno1.g15338.t1,508
g_14817,1,['anno1.g15339.t1'],[2054],0,anno1.g15339.t1,2054
g_14818,1,['anno1.g15340.t1'],[326],0,anno1.g15340.t1,326
g_14819,1,['anno1.g15341.t1'],[204],0,anno1.g15341.t1,204
g_14821,2,"['anno2.MSTRG.16912.1', 'anno2.MSTRG.16912.2']","[592, 592]",0,anno2.MSTRG.16912.1,592
g_14822,1,['anno1.g15344.t1'],[272],0,anno1.g15344.t1,272
g_14824,1,['anno1.g15347.t1'],[504],0,anno1.g15347.t1,504
g_14825,3,"['anno1.g15348.t1', 'anno1.g15348.t2', 'anno2.MSTRG.16916.2']","[961, 708, 959]",253,anno1.g15348.t1,961
g_14826,1,['anno1.g15349.t1'],[157],0,anno1.g15349.t1,157
g_14828,1,['anno1.g15351.t1'],[108],0,anno1.g15351.t1,108
g_14829,1,['anno1.g15352.t1'],[388],0,anno1.g15352.t1,388
g_14830,1,['anno1.g15353.t1'],[337],0,anno1.g15353.t1,337
g_14831,1,['anno1.g15354.t1'],[286],0,anno1.g15354.t1,286
g_14832,1,['anno1.g15355.t1'],[535],0,anno1.g15355.t1,535
g_14833,1,['anno1.g15356.t1'],[744],0,anno1.g15356.t1,744
g_14834,1,['anno1.g15357.t1'],[439],0,anno1.g15357.t1,439
g_14835,1,['anno1.g15358.t1'],[653],0,anno1.g15358.t1,653
g_14836,1,['anno1.g15359.t1'],[518],0,anno1.g15359.t1,518
g_14837,1,['anno1.g15360.t1'],[290],0,anno1.g15360.t1,290
g_14838,1,['anno1.g15361.t1'],[279],0,anno1.g15361.t1,279
g_14839,2,"['anno1.g15362.t1', 'anno2.4867_t']","[565, 553]",12,anno1.g15362.t1,565
g_14840,8,"['anno1.g15363.t1', 'anno1.g15363.t2', 'anno1.g15363.t3', 'anno1.g15363.t4', 'anno1.g15363.t5', 'anno2.MSTRG.16928.5', 'anno2.MSTRG.16928.6', 'anno2.MSTRG.16928.7']","[829, 769, 784, 767, 805, 786, 823, 761]",68,anno1.g15363.t1,829
g_14841,1,['anno1.g15364.t1'],[650],0,anno1.g15364.t1,650
g_14842,1,['anno1.g15365.t1'],[336],0,anno1.g15365.t1,336
g_14843,3,"['anno1.g15366.t1', 'anno2.MSTRG.16933.2', 'anno2.MSTRG.16933.3']","[559, 554, 534]",25,anno1.g15366.t1,559
g_15399,1,['anno2.MSTRG.16934.1'],[534],0,anno2.MSTRG.16934.1,534
g_14844,1,['anno1.g15367.t1'],[353],0,anno1.g15367.t1,353
g_14845,4,"['anno1.g15368.t1', 'anno2.MSTRG.16936.2', 'anno2.MSTRG.16936.3', 'anno2.MSTRG.16936.4']","[276, 264, 236, 224]",52,anno1.g15368.t1,276
g_14846,2,"['anno1.g15369.t1', 'anno1.g15369.t2']","[541, 542]",1,anno1.g15369.t2,542
g_14847,1,['anno1.g15370.t1'],[679],0,anno1.g15370.t1,679
g_14848,1,['anno1.g15371.t1'],[397],0,anno1.g15371.t1,397
g_14849,1,['anno1.g15372.t1'],[355],0,anno1.g15372.t1,355
g_14850,1,['anno1.g15373.t1'],[607],0,anno1.g15373.t1,607
g_14851,1,['anno1.g15374.t1'],[100],0,anno1.g15374.t1,100
g_14852,2,"['anno1.g15375.t1', 'anno2.4315_t']","[93, 105]",12,anno2.4315_t,105
g_14853,1,['anno1.g15376.t1'],[106],0,anno1.g15376.t1,106
g_15572,1,['anno2.MSTRG.16953.1'],[95],0,anno2.MSTRG.16953.1,95
g_14854,1,['anno1.g15377.t1'],[266],0,anno1.g15377.t1,266
g_14855,3,"['anno1.g15378.t1', 'anno1.g15378.t2', 'anno2.5594_t']","[757, 835, 853]",96,anno2.5594_t,853
g_14856,1,['anno1.g15379.t1'],[315],0,anno1.g15379.t1,315
g_14857,1,['anno1.g15380.t1'],[191],0,anno1.g15380.t1,191
g_14858,1,['anno1.g15381.t1'],[459],0,anno1.g15381.t1,459
g_14859,2,"['anno1.g15382.t1', 'anno2.MSTRG.16961.1']","[674, 763]",89,anno2.MSTRG.16961.1,763
g_14860,1,['anno1.g15384.t1'],[1560],0,anno1.g15384.t1,1560
g_14861,1,['anno1.g15385.t1'],[599],0,anno1.g15385.t1,599
g_14862,1,['anno1.g15386.t1'],[406],0,anno1.g15386.t1,406
g_14863,2,"['anno1.g15387.t1', 'anno2.MSTRG.16966.2']","[396, 376]",20,anno1.g15387.t1,396
g_14864,2,"['anno1.g15388.t1', 'anno2.MSTRG.16969.1']","[422, 188]",234,anno1.g15388.t1,422
g_14865,1,['anno1.g15389.t1'],[274],0,anno1.g15389.t1,274
g_14866,1,['anno1.g15390.t1'],[645],0,anno1.g15390.t1,645
g_14867,1,['anno1.g15391.t1'],[72],0,anno1.g15391.t1,72
g_14868,1,['anno1.g15392.t1'],[223],0,anno1.g15392.t1,223
g_14869,2,"['anno1.g15393.t1', 'anno2.5216_t']","[800, 787]",13,anno1.g15393.t1,800
g_16649,1,['anno2.5217_t'],[178],0,anno2.5217_t,178
g_14870,1,['anno1.g15394.t1'],[227],0,anno1.g15394.t1,227
g_14871,1,['anno1.g15395.t1'],[148],0,anno1.g15395.t1,148
g_14872,1,['anno1.g15396.t1'],[84],0,anno1.g15396.t1,84
g_14873,2,"['anno1.g15397.t1', 'anno1.g15397.t2']","[563, 416]",147,anno1.g15397.t1,563
g_14874,2,"['anno1.g15398.t1', 'anno2.MSTRG.16982.2']","[795, 254]",541,anno1.g15398.t1,795
g_14875,1,['anno2.MSTRG.16985.1'],[603],0,anno2.MSTRG.16985.1,603
g_14876,1,['anno1.g15400.t1'],[977],0,anno1.g15400.t1,977
g_14877,1,['anno2.MSTRG.16988.2'],[326],0,anno2.MSTRG.16988.2,326
g_14878,1,['anno1.g15402.t1'],[107],0,anno1.g15402.t1,107
g_14879,1,['anno1.g15403.t1'],[296],0,anno1.g15403.t1,296
g_15295,1,['anno2.MSTRG.16991.1'],[241],0,anno2.MSTRG.16991.1,241
g_14880,1,['anno1.g15404.t1'],[684],0,anno1.g15404.t1,684
g_14881,1,['anno1.g15405.t1'],[1065],0,anno1.g15405.t1,1065
g_14882,1,['anno1.g15406.t1'],[215],0,anno1.g15406.t1,215
g_14883,1,['anno1.g15407.t1'],[73],0,anno1.g15407.t1,73
g_14884,1,['anno1.g15408.t1'],[344],0,anno1.g15408.t1,344
g_14885,1,['anno1.g15409.t2'],[1543],0,anno1.g15409.t2,1543
g_14886,1,['anno1.g15410.t1'],[270],0,anno1.g15410.t1,270
g_14888,1,['anno1.g15412.t1'],[405],0,anno1.g15412.t1,405
g_14889,2,"['anno1.g15413.t1', 'anno1.g15413.t2']","[263, 363]",100,anno1.g15413.t2,363
g_14890,1,['anno1.g15414.t1'],[208],0,anno1.g15414.t1,208
g_14891,1,['anno1.g15415.t1'],[601],0,anno1.g15415.t1,601
g_16693,1,['anno2.5586_t'],[206],0,anno2.5586_t,206
g_14892,3,"['anno1.g15417.t1', 'anno2.MSTRG.17012.1', 'anno2.MSTRG.17012.2']","[367, 543, 634]",267,anno2.MSTRG.17012.2,634
g_14893,1,['anno1.g15418.t1'],[160],0,anno1.g15418.t1,160
g_14894,1,['anno2.2851_t'],[1836],0,anno2.2851_t,1836
g_14895,1,['anno1.g15420.t1'],[210],0,anno1.g15420.t1,210
g_14896,1,['anno1.g15421.t1'],[182],0,anno1.g15421.t1,182
g_14898,1,['anno1.g15423.t1'],[137],0,anno1.g15423.t1,137
g_14899,1,['anno1.g15424.t1'],[381],0,anno1.g15424.t1,381
g_14901,1,['anno1.g15428.t1'],[465],0,anno1.g15428.t1,465
g_14902,1,['anno1.g15429.t1'],[636],0,anno1.g15429.t1,636
g_14903,1,['anno1.g15430.t1'],[354],0,anno1.g15430.t1,354
g_14904,2,"['anno1.g15431.t1', 'anno1.g15431.t2']","[343, 312]",31,anno1.g15431.t1,343
g_14905,1,['anno1.g15432.t1'],[247],0,anno1.g15432.t1,247
g_14906,1,['anno1.g15433.t1'],[380],0,anno1.g15433.t1,380
g_16563,1,['anno2.4638_t'],[170],0,anno2.4638_t,170
g_14909,3,"['anno1.g15436.t1', 'anno2.MSTRG.17042.2', 'anno2.MSTRG.17042.3']","[1141, 1141, 1141]",0,anno1.g15436.t1,1141
g_14910,1,['anno1.g15437.t1'],[401],0,anno1.g15437.t1,401
g_14911,1,['anno1.g15438.t1'],[482],0,anno1.g15438.t1,482
g_14912,2,"['anno1.g15439.t1', 'anno1.g15439.t2']","[519, 502]",17,anno1.g15439.t1,519
g_14913,2,"['anno1.g15440.t1', 'anno2.4580_t']","[240, 238]",2,anno1.g15440.t1,240
g_14914,1,['anno1.g15441.t1'],[415],0,anno1.g15441.t1,415
g_14916,1,['anno1.g15443.t1'],[298],0,anno1.g15443.t1,298
g_14917,1,['anno1.g15444.t1'],[169],0,anno1.g15444.t1,169
g_14918,1,['anno1.g15445.t1'],[92],0,anno1.g15445.t1,92
g_14919,2,"['anno1.g15446.t1', 'anno1.g15446.t2']","[387, 363]",24,anno1.g15446.t1,387
g_14920,1,['anno1.g15447.t1'],[302],0,anno1.g15447.t1,302
g_14921,1,['anno1.g15448.t1'],[481],0,anno1.g15448.t1,481
g_14922,3,"['anno1.g15449.t1', 'anno1.g15449.t2', 'anno1.g15449.t3']","[463, 462, 470]",8,anno1.g15449.t3,470
g_14923,1,['anno1.g15450.t1'],[420],0,anno1.g15450.t1,420
g_14924,4,"['anno1.g15451.t1', 'anno1.g15451.t2', 'anno2.MSTRG.17077.1', 'anno2.MSTRG.17077.5']","[531, 775, 775, 775]",244,anno1.g15451.t2,775
g_15349,1,['anno2.MSTRG.17078.1'],[132],0,anno2.MSTRG.17078.1,132
g_16990,1,['anno2.MSTRG.17080.1'],[527],0,anno2.MSTRG.17080.1,527
g_14925,1,['anno1.g15452.t1'],[342],0,anno1.g15452.t1,342
g_14926,1,['anno1.g15453.t1'],[235],0,anno1.g15453.t1,235
g_14927,1,['anno1.g15454.t1'],[671],0,anno1.g15454.t1,671
g_14928,2,"['anno1.g15455.t1', 'anno2.MSTRG.17084.1']","[324, 352]",28,anno2.MSTRG.17084.1,352
g_14932,1,['anno2.MSTRG.17086.1'],[264],0,anno2.MSTRG.17086.1,264
g_14929,1,['anno2.MSTRG.17087.1'],[718],0,anno2.MSTRG.17087.1,718
g_14930,1,['anno1.g15457.t1'],[285],0,anno1.g15457.t1,285
g_14931,1,['anno1.g15458.t1'],[104],0,anno1.g15458.t1,104
g_14933,2,"['anno1.g15460.t1', 'anno2.5813_t']","[229, 321]",92,anno2.5813_t,321
g_14934,1,['anno1.g15462.t1'],[301],0,anno1.g15462.t1,301
g_14935,5,"['anno2.MSTRG.17093.1', 'anno2.MSTRG.17093.2', 'anno2.MSTRG.17093.3', 'anno2.MSTRG.17093.8', 'anno2.MSTRG.17093.9']","[727, 708, 867, 682, 675]",192,anno2.MSTRG.17093.3,867
g_14937,1,['anno1.g15466.t1'],[151],0,anno1.g15466.t1,151
g_14939,1,['anno1.g15468.t1'],[144],0,anno1.g15468.t1,144
g_14940,1,['anno1.g15470.t1'],[323],0,anno1.g15470.t1,323
g_14941,1,['anno1.g15471.t1'],[336],0,anno1.g15471.t1,336
g_14942,1,['anno1.g15472.t1'],[488],0,anno1.g15472.t1,488
g_14943,1,['anno1.g15473.t1'],[1127],0,anno1.g15473.t1,1127
g_16136,1,['anno2.1819_t'],[560],0,anno2.1819_t,560
g_14944,2,"['anno1.g15474.t1', 'anno2.4035_t']","[712, 698]",14,anno1.g15474.t1,712
g_14945,2,"['anno1.g15475.t1', 'anno1.g15475.t3']","[218, 249]",31,anno1.g15475.t3,249
g_14947,1,['anno1.g15477.t1'],[344],0,anno1.g15477.t1,344
g_14948,2,"['anno1.g15478.t1', 'anno2.1334_t']","[858, 785]",73,anno1.g15478.t1,858
g_14949,1,['anno1.g15479.t1'],[396],0,anno1.g15479.t1,396
g_14950,1,['anno1.g15480.t1'],[255],0,anno1.g15480.t1,255
g_14951,3,"['anno1.g15481.t1', 'anno2.MSTRG.17111.1', 'anno2.MSTRG.17111.2']","[1127, 1127, 1181]",54,anno2.MSTRG.17111.2,1181
g_14952,1,['anno1.g15482.t1'],[452],0,anno1.g15482.t1,452
g_14953,1,['anno1.g15483.t1'],[331],0,anno1.g15483.t1,331
g_14954,1,['anno1.g15484.t1'],[130],0,anno1.g15484.t1,130
g_14955,2,"['anno1.g15485.t1', 'anno2.5266_t']","[214, 251]",37,anno2.5266_t,251
g_14956,1,['anno1.g15486.t1'],[856],0,anno1.g15486.t1,856
g_14957,1,['anno1.g15487.t1'],[564],0,anno1.g15487.t1,564
g_14958,1,['anno1.g15488.t1'],[956],0,anno1.g15488.t1,956
g_14960,2,"['anno1.g15490.t1', 'anno2.MSTRG.17123.1']","[484, 391]",93,anno1.g15490.t1,484
g_14961,2,"['anno1.g15491.t1', 'anno2.MSTRG.17125.1']","[816, 819]",3,anno2.MSTRG.17125.1,819
g_14962,1,['anno1.g15492.t1'],[798],0,anno1.g15492.t1,798
g_14963,1,['anno1.g15493.t1'],[281],0,anno1.g15493.t1,281
g_14964,1,['anno1.g15494.t1'],[604],0,anno1.g15494.t1,604
g_14965,1,['anno1.g15495.t1'],[253],0,anno1.g15495.t1,253
g_14966,1,['anno1.g15496.t1'],[117],0,anno1.g15496.t1,117
g_14967,1,['anno1.g15497.t1'],[378],0,anno1.g15497.t1,378
g_14968,1,['anno1.g15498.t1'],[173],0,anno1.g15498.t1,173
g_14969,1,['anno1.g15499.t1'],[189],0,anno1.g15499.t1,189
g_14970,1,['anno1.g15500.t1'],[267],0,anno1.g15500.t1,267
g_14971,1,['anno1.g15501.t1'],[299],0,anno1.g15501.t1,299
g_14972,1,['anno1.g15502.t1'],[426],0,anno1.g15502.t1,426
g_14973,1,['anno1.g15503.t1'],[502],0,anno1.g15503.t1,502
g_14974,2,"['anno1.g15504.t1', 'anno1.g15504.t2']","[878, 1298]",420,anno1.g15504.t2,1298
g_14975,1,['anno1.g15505.t1'],[686],0,anno1.g15505.t1,686
g_14976,1,['anno1.g15506.t1'],[841],0,anno1.g15506.t1,841
g_14977,1,['anno1.g15507.t1'],[663],0,anno1.g15507.t1,663
g_14978,1,['anno1.g15508.t1'],[574],0,anno1.g15508.t1,574
g_14979,2,"['anno1.g15509.t1', 'anno2.2366_t']","[187, 211]",24,anno2.2366_t,211
g_14980,1,['anno1.g15510.t1'],[169],0,anno1.g15510.t1,169
g_16075,1,['anno2.1447_t'],[181],0,anno2.1447_t,181
g_14981,1,['anno1.g15511.t1'],[401],0,anno1.g15511.t1,401
g_14982,1,['anno1.g15512.t1'],[784],0,anno1.g15512.t1,784
g_16640,1,['anno2.5160_t'],[42],0,anno2.5160_t,42
g_14983,2,"['anno1.g15515.t2', 'anno2.MSTRG.17155.1']","[616, 1230]",614,anno2.MSTRG.17155.1,1230
g_14984,1,['anno1.g15514.t1'],[2139],0,anno1.g15514.t1,2139
g_14985,2,"['anno1.g15516.t1', 'anno2.5577_t']","[392, 413]",21,anno2.5577_t,413
g_14986,1,['anno1.g15517.t1'],[378],0,anno1.g15517.t1,378
g_14987,1,['anno1.g15518.t1'],[166],0,anno1.g15518.t1,166
g_14988,1,['anno1.g15519.t1'],[296],0,anno1.g15519.t1,296
g_14989,1,['anno1.g15520.t1'],[108],0,anno1.g15520.t1,108
g_14990,1,['anno1.g15521.t1'],[425],0,anno1.g15521.t1,425
g_14991,1,['anno1.g15522.t1'],[391],0,anno1.g15522.t1,391
g_14992,1,['anno1.g15523.t1'],[391],0,anno1.g15523.t1,391
g_14993,4,"['anno1.g15524.t1', 'anno2.MSTRG.17173.4', 'anno2.MSTRG.17173.5', 'anno2.MSTRG.17173.7']","[1041, 1041, 1044, 1031]",13,anno2.MSTRG.17173.5,1044
g_15419,1,['anno2.MSTRG.17174.1'],[173],0,anno2.MSTRG.17174.1,173
g_14994,2,"['anno1.g15525.t1', 'anno1.g15525.t2']","[675, 674]",1,anno1.g15525.t1,675
g_14995,1,['anno1.g15526.t1'],[168],0,anno1.g15526.t1,168
g_14996,1,['anno1.g15527.t1'],[367],0,anno1.g15527.t1,367
g_15486,1,['anno2.MSTRG.17180.1'],[413],0,anno2.MSTRG.17180.1,413
g_14997,1,['anno1.g15528.t1'],[444],0,anno1.g15528.t1,444
g_14998,1,['anno1.g15529.t1'],[616],0,anno1.g15529.t1,616
g_14999,5,"['anno1.g15530.t1', 'anno2.MSTRG.17183.1', 'anno2.MSTRG.17183.2', 'anno2.MSTRG.17183.3', 'anno2.MSTRG.17183.5']","[470, 445, 445, 457, 457]",25,anno1.g15530.t1,470
g_15000,2,"['anno1.g15531.t1', 'anno2.3182_t']","[326, 297]",29,anno1.g15531.t1,326
g_15001,3,"['anno1.g15532.t1', 'anno1.g15532.t2', 'anno2.3183_t']","[7772, 6534, 6482]",1290,anno1.g15532.t1,7772
g_15002,1,['anno1.g15533.t1'],[173],0,anno1.g15533.t1,173
g_15003,1,['anno1.g15534.t1'],[361],0,anno1.g15534.t1,361
g_15004,4,"['anno1.g15535.t1', 'anno1.g15535.t2', 'anno2.MSTRG.17195.1', 'anno2.MSTRG.17195.2']","[1052, 1067, 1090, 898]",192,anno2.MSTRG.17195.1,1090
g_15005,1,['anno1.g15536.t1'],[369],0,anno1.g15536.t1,369
g_15006,1,['anno1.g15537.t2'],[288],0,anno1.g15537.t2,288
g_15007,4,"['anno1.g15538.t1', 'anno1.g15538.t2', 'anno1.g15538.t3', 'anno2.MSTRG.17197.4']","[520, 498, 516, 502]",22,anno1.g15538.t1,520
g_15008,1,['anno1.g15539.t1'],[180],0,anno1.g15539.t1,180
g_15009,1,['anno1.g15540.t1'],[287],0,anno1.g15540.t1,287
g_15010,1,['anno1.g15541.t1'],[571],0,anno1.g15541.t1,571
g_15011,1,['anno1.g15542.t1'],[249],0,anno1.g15542.t1,249
g_15012,1,['anno1.g15543.t1'],[296],0,anno1.g15543.t1,296
g_15013,1,['anno1.g15544.t1'],[572],0,anno1.g15544.t1,572
g_15014,1,['anno1.g15545.t1'],[248],0,anno1.g15545.t1,248
g_15016,1,['anno1.g15547.t1'],[633],0,anno1.g15547.t1,633
g_15017,1,['anno1.g15548.t1'],[75],0,anno1.g15548.t1,75
g_15018,4,"['anno1.g15549.t1', 'anno1.g15549.t2', 'anno2.MSTRG.17210.1', 'anno2.MSTRG.17210.2']","[513, 511, 517, 515]",6,anno2.MSTRG.17210.1,517
g_15019,1,['anno1.g15550.t1'],[505],0,anno1.g15550.t1,505
g_15020,1,['anno1.g15551.t1'],[167],0,anno1.g15551.t1,167
g_15021,1,['anno1.g15552.t1'],[332],0,anno1.g15552.t1,332
g_15022,1,['anno1.g15553.t1'],[537],0,anno1.g15553.t1,537
g_15023,1,['anno2.1806_t'],[470],0,anno2.1806_t,470
